window_id,source,segment,source_split,cutoff_ms,history_seconds,history_count,normality_distance,normality_pool_quantile,selection_cluster,selection_cluster_members,selection_distance_to_medoid_mean,role_order_sha256,role,profile_id
burstgpt_1-1704005000,burstgpt,burstgpt_1,train,1704005000,300,504,0.7153976895382327,0.95,1,540,4430.169908279464,a17fccd427a73a835b95ed9bf0d258fbf7920992832506c025ec6ef786bf0aa8,blind_confirmation,phase34_burstgpt_1_blind_confirmation_03
burstgpt_1-1737005000,burstgpt,burstgpt_1,train,1737005000,300,192,4.808969580622644,0.95,3,162,1990.4894765261129,b2c3b89daf2b90516a161e2689009bf9e87fd798cfef9699a10404e4ec76fc6d,blind_confirmation,phase34_burstgpt_1_blind_confirmation_04
burstgpt_1-1991705000,burstgpt,burstgpt_1,train,1991705000,300,114,11.721290695603816,0.95,2,132,1733.6057173731776,06b0df9a99254409b85c4d7bfcf459434f1ffe805011dc6c6976337f44dbf38d,blind_confirmation,phase34_burstgpt_1_blind_confirmation_01
burstgpt_1-3189605000,burstgpt,burstgpt_1,train,3189605000,300,51,1.0060777797901224,0.95,0,3904,1072.7552775682282,6c3f71f6947e57faf2b3240bc72e240b5ee4af83bc9998f32c140f8ef66f2b7f,blind_confirmation,phase34_burstgpt_1_blind_confirmation_02
burstgpt_2-5929814000,burstgpt,burstgpt_2,validation,5929814000,300,123,3.1912473361470073,0.95,1,80,484.9062460015756,b15d97b4811d50620b7a6d375b60bcf3a86513486526539fccff8e07e1777c7c,blind_confirmation,phase34_burstgpt_2_blind_confirmation_02
burstgpt_2-6637514000,burstgpt,burstgpt_2,validation,6637514000,300,311,2.6211430341142847,0.95,3,300,415.2348518792893,db4d52ddfce5eca4ff26cd058c1f85a211a4a281a74bf32a1b91cb6c4dd93a8d,blind_confirmation,phase34_burstgpt_2_blind_confirmation_04
burstgpt_2-6862814000,burstgpt,burstgpt_2,validation,6862814000,300,1520,0.4128098534211521,0.95,0,5088,57.13735443849515,0292486c68ee8e3ceab0c9dc6541726503483bd9c686481bc6e821d698c480db,blind_confirmation,phase34_burstgpt_2_blind_confirmation_01
burstgpt_2-7157114000,burstgpt,burstgpt_2,validation,7157114000,300,346,3.3544448684172297,0.95,2,611,98.69280608523243,ba280ab54a16e451411962a9696d35b5f420c46c904406be98a457a664af82d5,blind_confirmation,phase34_burstgpt_2_blind_confirmation_03
burstgpt_3-23214110000,burstgpt,burstgpt_3,temporal_test,23214110000,300,497,0.5247478726750756,0.95,0,9564,83.08406502862059,9b0c5d83ca58c5be62853c9ded1400ea86e06ddadba35d19ac1fad9117b46952,blind_confirmation,phase34_burstgpt_3_blind_confirmation_04
burstgpt_3-26509310000,burstgpt,burstgpt_3,temporal_test,26509310000,300,36,2.535763500545518,0.95,1,349,203.72147160124348,860308c3f45de65eef0fd51ff4ff545bdbb5a6a5ce4d55c8ca8b40674ec5ab0f,blind_confirmation,phase34_burstgpt_3_blind_confirmation_03
burstgpt_3-27961010000,burstgpt,burstgpt_3,temporal_test,27961010000,300,53,1.4710548770246736,0.95,3,1711,151.95382924478562,4832704f22578d1f583389cb1ff02b6e90d3b79a56f51a7fd8c4084dce587294,blind_confirmation,phase34_burstgpt_3_blind_confirmation_02
burstgpt_3-28637210000,burstgpt,burstgpt_3,temporal_test,28637210000,300,56,3.255483861942273,0.95,2,685,126.48302700969754,20b10adcd1c070f43f1f6bb0aeb9d7d20c1b981800d4744c2bd96d0d0adeef86,blind_confirmation,phase34_burstgpt_3_blind_confirmation_01
